name	description	page
436	cporosus_homolog_perc_id_r1	%id. query gene identical to target Australian saltwater crocodile gene	homologs
437	cporosus_homolog_goc_score	Australian saltwater crocodile Gene-order conservation score	homologs
438	cporosus_homolog_orthology_confidence	Australian saltwater crocodile orthology confidence [0 low, 1 high]	homologs
439	lbergylta_homolog_ensembl_gene	Ballan wrasse gene stable ID	homologs
440	lbergylta_homolog_associated_gene_name	Ballan wrasse gene name	homologs
441	lbergylta_homolog_ensembl_peptide	Ballan wrasse protein or transcript stable ID	homologs
442	lbergylta_homolog_chromosome	Ballan wrasse chromosome/scaffold name	homologs
443	lbergylta_homolog_chrom_start	Ballan wrasse chromosome/scaffold start (bp)	homologs
444	lbergylta_homolog_chrom_end	Ballan wrasse chromosome/scaffold end (bp)	homologs
445	lbergylta_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
446	lbergylta_homolog_subtype	Last common ancestor with Ballan wrasse	homologs
447	lbergylta_homolog_orthology_type	Ballan wrasse homology type	homologs
448	lbergylta_homolog_perc_id	%id. target Ballan wrasse gene identical to query gene	homologs
449	lbergylta_homolog_perc_id_r1	%id. query gene identical to target Ballan wrasse gene	homologs
450	lbergylta_homolog_goc_score	Ballan wrasse Gene-order conservation score	homologs
451	lbergylta_homolog_orthology_confidence	Ballan wrasse orthology confidence [0 low, 1 high]	homologs
452	lcalcarifer_homolog_ensembl_gene	Barramundi perch gene stable ID	homologs
453	lcalcarifer_homolog_associated_gene_name	Barramundi perch gene name	homologs
454	lcalcarifer_homolog_ensembl_peptide	Barramundi perch protein or transcript stable ID	homologs
455	lcalcarifer_homolog_chromosome	Barramundi perch chromosome/scaffold name	homologs
456	lcalcarifer_homolog_chrom_start	Barramundi perch chromosome/scaffold start (bp)	homologs
457	lcalcarifer_homolog_chrom_end	Barramundi perch chromosome/scaffold end (bp)	homologs
458	lcalcarifer_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
459	lcalcarifer_homolog_subtype	Last common ancestor with Barramundi perch	homologs
460	lcalcarifer_homolog_orthology_type	Barramundi perch homology type	homologs
461	lcalcarifer_homolog_perc_id	%id. target Barramundi perch gene identical to query gene	homologs
462	lcalcarifer_homolog_perc_id_r1	%id. query gene identical to target Barramundi perch gene	homologs
463	lcalcarifer_homolog_goc_score	Barramundi perch Gene-order conservation score	homologs
464	lcalcarifer_homolog_orthology_confidence	Barramundi perch orthology confidence [0 low, 1 high]	homologs
465	dleucas_homolog_ensembl_gene	Beluga whale gene stable ID	homologs
466	dleucas_homolog_associated_gene_name	Beluga whale gene name	homologs
467	dleucas_homolog_ensembl_peptide	Beluga whale protein or transcript stable ID	homologs
468	dleucas_homolog_chromosome	Beluga whale chromosome/scaffold name	homologs
469	dleucas_homolog_chrom_start	Beluga whale chromosome/scaffold start (bp)	homologs
470	dleucas_homolog_chrom_end	Beluga whale chromosome/scaffold end (bp)	homologs
471	dleucas_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
472	dleucas_homolog_subtype	Last common ancestor with Beluga whale	homologs
473	dleucas_homolog_orthology_type	Beluga whale homology type	homologs
474	dleucas_homolog_perc_id	%id. target Beluga whale gene identical to query gene	homologs
475	dleucas_homolog_perc_id_r1	%id. query gene identical to target Beluga whale gene	homologs
476	dleucas_homolog_goc_score	Beluga whale Gene-order conservation score	homologs
477	dleucas_homolog_wga_coverage	Beluga whale Whole-genome alignment coverage	homologs
478	dleucas_homolog_orthology_confidence	Beluga whale orthology confidence [0 low, 1 high]	homologs
479	spartitus_homolog_ensembl_gene	Bicolor damselfish gene stable ID	homologs
480	spartitus_homolog_associated_gene_name	Bicolor damselfish gene name	homologs
481	spartitus_homolog_ensembl_peptide	Bicolor damselfish protein or transcript stable ID	homologs
482	spartitus_homolog_chromosome	Bicolor damselfish chromosome/scaffold name	homologs
483	spartitus_homolog_chrom_start	Bicolor damselfish chromosome/scaffold start (bp)	homologs
484	spartitus_homolog_chrom_end	Bicolor damselfish chromosome/scaffold end (bp)	homologs
485	spartitus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
486	spartitus_homolog_subtype	Last common ancestor with Bicolor damselfish	homologs
487	spartitus_homolog_orthology_type	Bicolor damselfish homology type	homologs
488	spartitus_homolog_perc_id	%id. target Bicolor damselfish gene identical to query gene	homologs
489	spartitus_homolog_perc_id_r1	%id. query gene identical to target Bicolor damselfish gene	homologs
490	spartitus_homolog_goc_score	Bicolor damselfish Gene-order conservation score	homologs
491	spartitus_homolog_orthology_confidence	Bicolor damselfish orthology confidence [0 low, 1 high]	homologs
492	rbieti_homolog_ensembl_gene	Black snub-nosed monkey gene stable ID	homologs
493	rbieti_homolog_associated_gene_name	Black snub-nosed monkey gene name	homologs
494	rbieti_homolog_ensembl_peptide	Black snub-nosed monkey protein or transcript stable ID	homologs
495	rbieti_homolog_chromosome	Black snub-nosed monkey chromosome/scaffold name	homologs
496	rbieti_homolog_chrom_start	Black snub-nosed monkey chromosome/scaffold start (bp)	homologs
497	rbieti_homolog_chrom_end	Black snub-nosed monkey chromosome/scaffold end (bp)	homologs
498	rbieti_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
499	rbieti_homolog_subtype	Last common ancestor with Black snub-nosed monkey	homologs
500	rbieti_homolog_orthology_type	Black snub-nosed monkey homology type	homologs
501	rbieti_homolog_perc_id	%id. target Black snub-nosed monkey gene identical to query gene	homologs
502	rbieti_homolog_perc_id_r1	%id. query gene identical to target Black snub-nosed monkey gene	homologs
503	rbieti_homolog_goc_score	Black snub-nosed monkey Gene-order conservation score	homologs
504	rbieti_homolog_orthology_confidence	Black snub-nosed monkey orthology confidence [0 low, 1 high]	homologs
505	bmusculus_homolog_ensembl_gene	Blue whale gene stable ID	homologs
506	bmusculus_homolog_associated_gene_name	Blue whale gene name	homologs
507	bmusculus_homolog_ensembl_peptide	Blue whale protein or transcript stable ID	homologs
508	bmusculus_homolog_chromosome	Blue whale chromosome/scaffold name	homologs
509	bmusculus_homolog_chrom_start	Blue whale chromosome/scaffold start (bp)	homologs
510	bmusculus_homolog_chrom_end	Blue whale chromosome/scaffold end (bp)	homologs
511	bmusculus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
512	bmusculus_homolog_subtype	Last common ancestor with Blue whale	homologs
513	bmusculus_homolog_orthology_type	Blue whale homology type	homologs
514	bmusculus_homolog_perc_id	%id. target Blue whale gene identical to query gene	homologs
515	bmusculus_homolog_perc_id_r1	%id. query gene identical to target Blue whale gene	homologs
516	bmusculus_homolog_goc_score	Blue whale Gene-order conservation score	homologs
517	bmusculus_homolog_wga_coverage	Blue whale Whole-genome alignment coverage	homologs
518	bmusculus_homolog_orthology_confidence	Blue whale orthology confidence [0 low, 1 high]	homologs
519	llaticaudata_homolog_ensembl_gene	Blue-ringed sea krait gene stable ID	homologs
520	llaticaudata_homolog_associated_gene_name	Blue-ringed sea krait gene name	homologs
521	llaticaudata_homolog_ensembl_peptide	Blue-ringed sea krait protein or transcript stable ID	homologs
522	llaticaudata_homolog_chromosome	Blue-ringed sea krait chromosome/scaffold name	homologs
523	llaticaudata_homolog_chrom_start	Blue-ringed sea krait chromosome/scaffold start (bp)	homologs
524	llaticaudata_homolog_chrom_end	Blue-ringed sea krait chromosome/scaffold end (bp)	homologs
525	llaticaudata_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
526	llaticaudata_homolog_subtype	Last common ancestor with Blue-ringed sea krait	homologs
527	llaticaudata_homolog_orthology_type	Blue-ringed sea krait homology type	homologs
528	llaticaudata_homolog_perc_id	%id. target Blue-ringed sea krait gene identical to query gene	homologs
529	llaticaudata_homolog_perc_id_r1	%id. query gene identical to target Blue-ringed sea krait gene	homologs
530	llaticaudata_homolog_goc_score	Blue-ringed sea krait Gene-order conservation score	homologs
531	llaticaudata_homolog_orthology_confidence	Blue-ringed sea krait orthology confidence [0 low, 1 high]	homologs
532	sbboliviensis_homolog_ensembl_gene	Bolivian squirrel monkey gene stable ID	homologs
533	sbboliviensis_homolog_associated_gene_name	Bolivian squirrel monkey gene name	homologs
534	sbboliviensis_homolog_ensembl_peptide	Bolivian squirrel monkey protein or transcript stable ID	homologs
535	sbboliviensis_homolog_chromosome	Bolivian squirrel monkey chromosome/scaffold name	homologs
536	sbboliviensis_homolog_chrom_start	Bolivian squirrel monkey chromosome/scaffold start (bp)	homologs
537	sbboliviensis_homolog_chrom_end	Bolivian squirrel monkey chromosome/scaffold end (bp)	homologs
538	sbboliviensis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
539	sbboliviensis_homolog_subtype	Last common ancestor with Bolivian squirrel monkey	homologs
540	sbboliviensis_homolog_orthology_type	Bolivian squirrel monkey homology type	homologs
541	sbboliviensis_homolog_perc_id	%id. target Bolivian squirrel monkey gene identical to query gene	homologs
542	sbboliviensis_homolog_perc_id_r1	%id. query gene identical to target Bolivian squirrel monkey gene	homologs
543	sbboliviensis_homolog_goc_score	Bolivian squirrel monkey Gene-order conservation score	homologs
544	sbboliviensis_homolog_orthology_confidence	Bolivian squirrel monkey orthology confidence [0 low, 1 high]	homologs
545	ppaniscus_homolog_ensembl_gene	Bonobo gene stable ID	homologs
546	ppaniscus_homolog_associated_gene_name	Bonobo gene name	homologs
547	ppaniscus_homolog_ensembl_peptide	Bonobo protein or transcript stable ID	homologs
548	ppaniscus_homolog_chromosome	Bonobo chromosome/scaffold name	homologs
549	ppaniscus_homolog_chrom_start	Bonobo chromosome/scaffold start (bp)	homologs
550	ppaniscus_homolog_chrom_end	Bonobo chromosome/scaffold end (bp)	homologs
551	ppaniscus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
552	ppaniscus_homolog_subtype	Last common ancestor with Bonobo	homologs
553	ppaniscus_homolog_orthology_type	Bonobo homology type	homologs
554	ppaniscus_homolog_perc_id	%id. target Bonobo gene identical to query gene	homologs
555	ppaniscus_homolog_perc_id_r1	%id. query gene identical to target Bonobo gene	homologs
556	ppaniscus_homolog_goc_score	Bonobo Gene-order conservation score	homologs
557	ppaniscus_homolog_wga_coverage	Bonobo Whole-genome alignment coverage	homologs
558	ppaniscus_homolog_orthology_confidence	Bonobo orthology confidence [0 low, 1 high]	homologs
559	strutta_homolog_ensembl_gene	Brown trout gene stable ID	homologs
560	strutta_homolog_associated_gene_name	Brown trout gene name	homologs
561	strutta_homolog_ensembl_peptide	Brown trout protein or transcript stable ID	homologs
562	strutta_homolog_chromosome	Brown trout chromosome/scaffold name	homologs
563	strutta_homolog_chrom_start	Brown trout chromosome/scaffold start (bp)	homologs
564	strutta_homolog_chrom_end	Brown trout chromosome/scaffold end (bp)	homologs
565	strutta_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
566	strutta_homolog_subtype	Last common ancestor with Brown trout	homologs
567	strutta_homolog_orthology_type	Brown trout homology type	homologs
568	strutta_homolog_perc_id	%id. target Brown trout gene identical to query gene	homologs
569	strutta_homolog_perc_id_r1	%id. query gene identical to target Brown trout gene	homologs
570	strutta_homolog_goc_score	Brown trout Gene-order conservation score	homologs
571	strutta_homolog_orthology_confidence	Brown trout orthology confidence [0 low, 1 high]	homologs
572	hburtoni_homolog_ensembl_gene	Burton's mouthbrooder gene stable ID	homologs
573	hburtoni_homolog_associated_gene_name	Burton's mouthbrooder gene name	homologs
574	hburtoni_homolog_ensembl_peptide	Burton's mouthbrooder protein or transcript stable ID	homologs
575	hburtoni_homolog_chromosome	Burton's mouthbrooder chromosome/scaffold name	homologs
576	hburtoni_homolog_chrom_start	Burton's mouthbrooder chromosome/scaffold start (bp)	homologs
577	hburtoni_homolog_chrom_end	Burton's mouthbrooder chromosome/scaffold end (bp)	homologs
578	hburtoni_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
579	hburtoni_homolog_subtype	Last common ancestor with Burton's mouthbrooder	homologs
580	hburtoni_homolog_orthology_type	Burton's mouthbrooder homology type	homologs
581	hburtoni_homolog_perc_id	%id. target Burton's mouthbrooder gene identical to query gene	homologs
582	hburtoni_homolog_perc_id_r1	%id. query gene identical to target Burton's mouthbrooder gene	homologs
583	hburtoni_homolog_goc_score	Burton's mouthbrooder Gene-order conservation score	homologs
584	hburtoni_homolog_orthology_confidence	Burton's mouthbrooder orthology confidence [0 low, 1 high]	homologs
585	ogarnettii_homolog_ensembl_gene	Bushbaby gene stable ID	homologs
586	ogarnettii_homolog_associated_gene_name	Bushbaby gene name	homologs
587	ogarnettii_homolog_ensembl_peptide	Bushbaby protein or transcript stable ID	homologs
588	ogarnettii_homolog_chromosome	Bushbaby chromosome/scaffold name	homologs
589	ogarnettii_homolog_chrom_start	Bushbaby chromosome/scaffold start (bp)	homologs
590	ogarnettii_homolog_chrom_end	Bushbaby chromosome/scaffold end (bp)	homologs
591	ogarnettii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
592	ogarnettii_homolog_subtype	Last common ancestor with Bushbaby	homologs
593	ogarnettii_homolog_orthology_type	Bushbaby homology type	homologs
